,Date,TA-pobór,TA-generacja,pv,Heating,HotWater,ProducedHeating,ProducedHotWater,CoP,year,month,day
555,2021-05-19,10.177,38.569,50.78,15.83,2.16,46.24,5.32,2.866036687048361,2021,5,19
556,2021-05-20,5.687,39.993,44.66,1.55,1.88,0.0,4.25,1.239067055393586,2021,5,20
557,2021-05-21,4.996,51.727,56.71,1.38,2.69,0.0,6.16,1.513513513513513,2021,5,21
558,2021-05-22,5.089,30.299,36.2,1.49,3.14,0.0,7.76,1.676025917926566,2021,5,22
559,2021-05-23,4.531,30.966,38.34,1.52,2.45,0.0,5.66,1.425692695214106,2021,5,23
560,2021-05-24,5.538,44.538,48.75,1.51,2.93,0.0,7.01,1.578828828828829,2021,5,24
561,2021-05-25,5.12,19.949,24.08,1.46,2.34,0.0,5.59,1.471052631578947,2021,5,25
562,2021-05-26,8.77,33.373,37.33,1.4,2.38,0.0,5.66,1.497354497354497,2021,5,26
563,2021-05-27,6.294,36.098,44.29,1.3,3.06,0.0,7.33,1.681192660550459,2021,5,27
564,2021-05-28,10.336,25.732,31.84,8.97,1.79,25.86,4.04,2.778810408921933,2021,5,28
565,2021-05-29,9.684,35.911,42.89,4.04,3.6,9.39,8.73,2.3717277486911,2021,5,29
566,2021-05-30,3.287,29.914,33.39,1.49,1.22,0.0,2.9,1.070110701107011,2021,5,30
567,2021-05-31,8.937,49.398,54.88,5.72,2.53,13.68,6.26,2.416969696969697,2021,5,31
568,2022-05-01,5.547,38.692,46.86,1.46,3.15,0.0,7.11,1.542299349240781,2022,5,1
569,2022-05-02,5.993,44.129,52.18,1.38,4.53,0.0,10.78,1.824027072758037,2022,5,2
570,2022-05-03,8.58,44.709,51.45,5.13,2.99,13.06,7.16,2.490147783251232,2022,5,3
571,2022-05-04,8.335,41.426,52.71,5.67,3.95,16.93,9.22,2.718295218295218,2022,5,4
572,2022-05-05,4.935,36.379,40.59,1.6,2.02,0.0,4.86,1.342541436464088,2022,5,5
573,2022-05-06,8.213,39.775,46.05,1.4,4.25,0.0,9.85,1.743362831858407,2022,5,6
574,2022-05-07,15.06,40.451,53.0,8.16,4.7,26.28,11.59,2.944790046656299,2022,5,7
575,2022-05-08,6.682,45.219,52.66,1.37,4.38,0.0,10.36,1.801739130434783,2022,5,8
576,2022-05-09,4.258,59.356,65.74,1.44,2.24,0.0,5.38,1.46195652173913,2022,5,9
577,2022-05-10,6.933,60.585,67.31,1.19,4.24,0.07,10.09,1.871086556169429,2022,5,10
578,2022-05-11,7.284,49.853,57.79,1.45,2.65,0.0,6.78,1.653658536585366,2022,5,11
579,2022-05-12,6.715,58.522,67.7,1.26,4.7,0.0,11.95,2.00503355704698,2022,5,12
580,2022-05-13,5.498,41.073,47.17,1.73,2.15,0.0,5.23,1.347938144329897,2022,5,13
581,2022-05-14,9.062,40.887,49.37,1.41,3.0,0.0,7.1,1.609977324263038,2022,5,14
582,2022-05-15,7.307,61.036,69.91,1.47,3.09,0.11,7.23,1.609649122807018,2022,5,15
583,2022-05-16,5.002,57.983,64.19,1.52,2.16,0.0,5.05,1.372282608695652,2022,5,16
584,2022-05-17,6.267,14.847,18.91,1.34,2.69,0.0,6.72,1.667493796526054,2022,5,17
585,2022-05-18,4.826,64.331,69.31,1.5,2.35,0.0,5.07,1.316883116883117,2022,5,18
586,2022-05-19,9.637,51.305,65.21,3.13,4.15,8.56,9.39,2.46565934065934,2022,5,19
587,2022-05-20,5.82,49.439,55.68,1.5,2.78,0.0,7.86,1.836448598130841,2022,5,20
588,2022-05-21,5.643,32.499,40.84,1.43,1.859,0.91,4.54,1.657038613560353,2022,5,21
589,2022-05-22,7.495,33.767,41.1,1.33,4.23,0.0,9.72,1.748201438848921,2022,5,22
590,2022-05-23,6.589,59.151,65.26,1.51,3.08,0.0,7.25,1.579520697167756,2022,5,23
591,2022-05-24,7.885,31.011,36.26,1.38,2.88,0.0,7.29,1.711267605633803,2022,5,24
592,2022-05-25,7.178,13.371,17.57,1.31,2.17,0.0,5.01,1.439655172413793,2022,5,25
593,2022-05-26,9.407,41.684,49.2,1.41,3.79,0.0,9.17,1.763461538461538,2022,5,26
594,2022-05-27,11.373,10.434,15.84,1.31,3.39,0.0,7.73,1.64468085106383,2022,5,27
595,2022-05-28,7.446,43.324,51.66,1.49,6.47,0.0,14.43,1.812814070351759,2022,5,28
596,2022-05-29,12.331,40.175,45.66,9.26,2.35,28.29,5.29,2.892334194659776,2022,5,29
597,2022-05-30,5.422,36.536,42.7,1.38,3.35,0.0,7.16,1.513742071881607,2022,5,30
598,2022-05-31,8.171,41.082,52.25,0.0,0.0,0.0,0.0,0.0,2022,5,31
599,2020-06-01,6.425,62.737,71.26,0.0,0.0,0.0,0.0,0.0,2020,6,1
600,2020-06-02,6.544,49.579,56.68,0.0,0.0,0.0,0.0,0.0,2020,6,2
601,2020-06-03,5.962,59.387,63.59,0.0,0.0,0.0,0.0,0.0,2020,6,3
602,2020-06-04,7.174,53.198,58.32,0.0,0.0,0.0,0.0,0.0,2020,6,4
603,2020-06-05,6.367,18.991,21.88,0.0,0.0,0.0,0.0,0.0,2020,6,5
604,2020-06-06,11.299,24.788,30.94,0.0,0.0,0.0,0.0,0.0,2020,6,6
605,2020-06-07,7.496,20.149,23.67,0.0,0.0,0.0,0.0,0.0,2020,6,7
606,2020-06-08,6.891,13.317,14.82,0.0,0.0,0.0,0.0,0.0,2020,6,8
607,2020-06-09,7.29,44.311,50.78,0.0,0.0,0.0,0.0,0.0,2020,6,9
608,2020-06-10,8.034,16.629,20.31,0.0,0.0,0.0,0.0,0.0,2020,6,10
609,2020-06-11,4.903,43.638,47.92,0.0,0.0,0.0,0.0,0.0,2020,6,11
610,2020-06-12,7.831,40.293,52.09,0.0,0.0,0.0,0.0,0.0,2020,6,12
611,2020-06-13,6.484,51.445,55.55,0.0,0.0,0.0,0.0,0.0,2020,6,13
612,2020-06-14,8.966,39.514,46.34,0.0,0.0,0.0,0.0,0.0,2020,6,14
613,2020-06-15,6.641,46.471,50.8,0.0,0.0,0.0,0.0,0.0,2020,6,15
614,2020-06-16,6.843,50.073,53.46,0.0,0.0,0.0,0.0,0.0,2020,6,16
615,2020-06-17,5.625,45.937,51.03,0.0,0.0,0.0,0.0,0.0,2020,6,17
616,2020-06-18,5.829,22.448,26.23,0.0,0.0,0.0,0.0,0.0,2020,6,18
617,2020-06-19,12.135,9.506,12.55,0.0,0.0,0.0,0.0,0.0,2020,6,19
618,2020-06-20,9.733,3.918,5.95,0.0,0.0,0.0,0.0,0.0,2020,6,20
619,2020-06-21,6.53,7.779,9.89,0.0,0.0,0.0,0.0,0.0,2020,6,21
620,2020-06-22,6.885,25.734,30.23,0.0,0.0,0.0,0.0,0.0,2020,6,22
621,2020-06-23,6.539,45.484,49.2,0.0,0.0,0.0,0.0,0.0,2020,6,23
622,2020-06-24,9.745,6.898,8.35,0.0,0.0,0.0,0.0,0.0,2020,6,24
623,2020-06-25,9.203,53.309,58.0,0.0,0.0,0.0,0.0,0.0,2020,6,25
624,2020-06-26,5.74,38.654,42.08,0.0,0.0,0.0,0.0,0.0,2020,6,26
625,2020-06-27,5.684,52.176,58.55,0.0,0.0,0.0,0.0,0.0,2020,6,27
626,2020-06-28,3.856,50.472,58.25,0.0,0.0,0.0,0.0,0.0,2020,6,28
627,2020-06-29,10.728,10.429,13.69,0.0,0.0,0.0,0.0,0.0,2020,6,29
628,2020-06-30,4.422,54.297,57.37,0.0,0.0,0.0,0.0,0.0,2020,6,30
629,2021-06-01,6.684,38.01,42.77,1.38,2.59,0.0,6.04,1.521410579345088,2021,6,1
630,2021-06-02,5.777,60.271,66.8,1.47,2.31,0.0,6.25,1.653439153439153,2021,6,2
631,2021-06-03,4.082,62.819,68.64,1.24,2.64,0.09,6.51,1.701030927835051,2021,6,3
632,2021-06-04,6.136,51.702,60.88,1.49,3.55,0.0,9.94,1.972222222222222,2021,6,4
633,2021-06-05,5.13,51.912,58.86,1.359,2.99,0.0,8.46,1.945274775810531,2021,6,5
634,2021-06-06,5.892,44.655,52.97,1.5,2.27,0.0,6.23,1.652519893899204,2021,6,6
635,2021-06-07,3.781,52.739,60.11,1.69,2.24,0.11,6.39,1.653944020356234,2021,6,7
636,2021-06-08,4.655,61.675,67.46,1.43,1.91,0.0,5.13,1.535928143712575,2021,6,8
637,2021-06-09,5.741,63.981,70.32,1.49,3.07,0.0,8.85,1.940789473684211,2021,6,9
638,2021-06-10,6.741,34.035,39.25,1.66,2.26,0.0,5.95,1.517857142857143,2021,6,10
639,2021-06-11,4.061,55.713,59.83,1.589,1.53,0.0,3.78,1.211926899647323,2021,6,11
640,2021-06-12,5.5,25.296,30.75,1.6,2.56,0.0,6.97,1.675480769230769,2021,6,12
641,2021-06-13,3.689,30.109,34.67,1.34,1.859,0.0,4.08,1.275398562050641,2021,6,13
642,2021-06-14,4.232,61.498,66.36,1.75,1.83,0.0,4.43,1.237430167597765,2021,6,14
643,2021-06-15,6.219,56.005,62.33,1.67,1.99,0.0,5.52,1.508196721311475,2021,6,15
644,2021-06-16,5.09,52.461,58.52,1.39,1.99,0.0,5.72,1.692307692307692,2021,6,16
645,2021-06-17,4.379,59.218,66.89,1.47,1.839,0.0,5.23,1.580537926866123,2021,6,17
646,2021-06-18,6.504,59.196,63.9,1.47,1.91,0.12,5.41,1.636094674556213,2021,6,18
647,2021-06-19,4.728,59.019,63.92,1.71,0.77,0.78,2.35,1.262096774193548,2021,6,19
648,2021-06-20,7.504,42.646,56.24,1.45,1.74,0.0,5.33,1.670846394984326,2021,6,20
649,2021-06-21,10.326,44.569,48.32,1.47,1.2,0.0,3.41,1.277153558052434,2021,6,21
650,2021-06-22,6.106,36.248,41.55,1.28,1.76,0.0,5.32,1.75,2021,6,22
651,2021-06-23,4.594,15.85,19.58,1.3,1.859,0.0,5.37,1.699905033238367,2021,6,23
652,2021-06-24,4.109,43.592,48.2,1.4,1.64,0.0,4.79,1.575657894736842,2021,6,24
653,2021-06-25,3.667,22.447,27.32,1.39,0.79,0.0,2.029,0.9307339449541283,2021,6,25
654,2021-06-26,3.222,38.758,44.47,1.53,2.16,0.0,6.59,1.785907859078591,2021,6,26
655,2021-06-27,4.483,60.805,67.16,1.52,1.7,0.12,4.74,1.509316770186335,2021,6,27
656,2021-06-28,5.974,46.618,56.6,1.3,2.22,0.0,6.41,1.821022727272727,2021,6,28
657,2021-06-29,4.826,50.575,56.12,1.39,2.09,0.0,5.57,1.600574712643678,2021,6,29
658,2021-06-30,6.036,45.815,51.38,1.51,1.55,0.0,4.49,1.467320261437909,2021,6,30
659,2022-06-01,3.422,46.282,50.83,1.43,2.19,0.0,5.23,1.44475138121547,2022,6,1
660,2022-06-02,7.709,57.187,66.9,6.2,3.51,20.31,8.18,2.934088568486096,2022,6,2
661,2022-06-03,7.608,60.495,68.7,1.65,2.88,0.0,7.35,1.622516556291391,2022,6,3
662,2022-06-04,3.876,23.061,26.28,1.48,1.39,0.0,3.58,1.247386759581881,2022,6,4
663,2022-06-05,3.863,58.549,64.33,1.43,2.84,0.82,7.53,1.955503512880562,2022,6,5
664,2022-06-06,11.235,27.841,32.99,1.54,2.14,0.0,5.4,1.467391304347826,2022,6,6
665,2022-06-07,8.819,29.309,35.46,1.29,3.03,0.0,7.74,1.791666666666667,2022,6,7
666,2022-06-08,3.282,41.519,46.31,1.97,1.97,0.0,5.26,1.33502538071066,2022,6,8
667,2022-06-09,5.641,29.18,34.32,1.48,1.91,0.0,5.01,1.47787610619469,2022,6,9
668,2022-06-10,5.859,60.725,66.72,1.3,3.01,0.0,7.47,1.733178654292344,2022,6,10
669,2022-06-11,9.67,59.103,65.92,1.6,3.22,0.0,8.36,1.734439834024896,2022,6,11
670,2022-06-12,6.224,49.346,59.15,1.53,3.52,0.0,9.33,1.847524752475248,2022,6,12
671,2022-06-13,7.266,14.77,18.51,2.71,2.1,5.36,4.67,2.085239085239085,2022,6,13
672,2022-06-14,11.324,49.601,58.49,1.55,3.02,0.0,6.87,1.50328227571116,2022,6,14
673,2022-06-15,4.887,61.719,69.78,1.609,2.11,0.0,5.59,1.503092229093842,2022,6,15
674,2022-06-16,6.91,35.355,40.3,1.29,2.81,0.0,6.939,1.692439024390244,2022,6,16
675,2022-06-17,6.969,52.034,60.54,1.33,3.969,0.0,9.75,1.839969805623702,2022,6,17
676,2022-06-18,2.395,54.571,63.93,1.53,1.78,0.0,4.92,1.486404833836858,2022,6,18
677,2022-06-19,5.526,55.654,65.61,1.43,3.1,0.0,9.15,2.019867549668874,2022,6,19
678,2022-06-20,7.994,16.205,19.46,1.51,2.14,0.0,5.57,1.526027397260274,2022,6,20
679,2022-06-21,6.911,43.933,51.81,1.2,3.77,0.0,9.21,1.853118712273642,2022,6,21
680,2022-06-22,5.174,59.495,66.92,1.1,3.1,0.0,8.05,1.916666666666667,2022,6,22
681,2022-06-23,4.942,62.132,67.75,1.15,1.9,0.0,4.97,1.629508196721311,2022,6,23
682,2022-06-24,6.314,60.381,65.25,1.2,2.63,0.0,6.98,1.822454308093995,2022,6,24
683,2022-06-25,7.873,52.063,58.5,1.12,2.73,0.0,7.12,1.849350649350649,2022,6,25
684,2022-06-26,9.681,42.095,55.4,1.08,2.51,0.0,6.92,1.927576601671309,2022,6,26
685,2022-06-27,14.26,53.664,64.09,1.16,2.68,0.0,7.51,1.955729166666667,2022,6,27
686,2022-06-28,6.773,24.752,30.76,1.3,2.37,0.0,6.23,1.697547683923706,2022,6,28
687,2022-06-29,5.505,30.626,35.92,1.51,2.16,0.0,5.62,1.53133514986376,2022,6,29
688,2022-06-30,10.907,50.269,60.18,2.19,1.71,0.0,5.21,1.335897435897436,2022,6,30
689,2020-07-01,5.517,63.06,66.85,0.0,0.0,0.0,0.0,0.0,2020,7,1
690,2020-07-02,5.2,48.8,51.1,0.0,0.0,0.0,0.0,0.0,2020,7,2
691,2020-07-03,3.835,35.606,40.98,0.0,0.0,0.0,0.0,0.0,2020,7,3
692,2020-07-04,6.322,47.198,56.19,0.0,0.0,0.0,0.0,0.0,2020,7,4
693,2020-07-05,4.723,51.985,58.63,0.0,0.0,0.0,0.0,0.0,2020,7,5
694,2020-07-06,14.944,21.966,27.43,0.0,0.0,0.0,0.0,0.0,2020,7,6
695,2020-07-07,5.112,48.175,53.11,0.0,0.0,0.0,0.0,0.0,2020,7,7
696,2020-07-08,10.138,20.062,23.38,0.0,0.0,0.0,0.0,0.0,2020,7,8
697,2020-07-09,12.196,31.483,36.21,0.0,0.0,0.0,0.0,0.0,2020,7,9
698,2020-07-10,5.915,54.078,59.4,0.0,0.0,0.0,0.0,0.0,2020,7,10
699,2020-07-11,7.794,8.688,11.42,0.0,0.0,0.0,0.0,0.0,2020,7,11
700,2020-07-12,7.109,47.268,52.04,0.0,0.0,0.0,0.0,0.0,2020,7,12
701,2020-07-13,10.135,33.455,38.09,0.0,0.0,0.0,0.0,0.0,2020,7,13
702,2020-07-14,8.858,62.078,66.53,0.0,0.0,0.0,0.0,0.0,2020,7,14
703,2020-07-15,6.977,40.856,45.33,0.0,0.0,0.0,0.0,0.0,2020,7,15
704,2020-07-16,2.09,26.518,27.52,0.0,0.0,0.0,0.0,0.0,2020,7,16
705,2020-07-17,1.556,45.007,46.43,0.0,0.0,0.0,0.0,0.0,2020,7,17
706,2020-07-18,1.627,54.617,56.18,0.0,0.0,0.0,0.0,0.0,2020,7,18
707,2020-07-19,1.585,31.199,32.35,0.0,0.0,0.0,0.0,0.0,2020,7,19
708,2020-07-20,1.694,42.393,43.61,0.0,0.0,0.0,0.0,0.0,2020,7,20
709,2020-07-21,1.532,46.946,48.42,0.0,0.0,0.0,0.0,0.0,2020,7,21
710,2020-07-22,1.566,64.172,65.96,0.0,0.0,0.0,0.0,0.0,2020,7,22
711,2020-07-23,4.742,40.911,43.74,0.0,0.0,0.0,0.0,0.0,2020,7,23
712,2020-07-24,6.199,51.54,54.45,0.0,0.0,0.0,0.0,0.0,2020,7,24
713,2020-07-25,6.252,50.631,58.1,0.0,0.0,0.0,0.0,0.0,2020,7,25
714,2020-07-26,4.854,34.35,41.68,0.0,0.0,0.0,0.0,0.0,2020,7,26
715,2020-07-27,6.445,52.622,56.01,0.0,0.0,0.0,0.0,0.0,2020,7,27
716,2020-07-28,11.107,49.327,54.74,0.0,0.0,0.0,0.0,0.0,2020,7,28
717,2020-07-29,8.426,46.122,49.41,0.0,0.0,0.0,0.0,0.0,2020,7,29
718,2020-07-30,5.476,61.957,64.4,0.0,0.0,0.0,0.0,0.0,2020,7,30
719,2020-07-31,8.019,59.403,65.36,0.0,0.0,0.0,0.0,0.0,2020,7,31
720,2021-07-01,5.686,36.587,41.76,1.48,1.83,0.0,4.939,1.49214501510574,2021,7,1
721,2021-07-02,4.677,37.493,42.01,1.5,1.359,0.0,3.73,1.30465197621546,2021,7,2
722,2021-07-03,5.856,48.868,55.14,1.5,2.04,0.0,5.96,1.68361581920904,2021,7,3
723,2021-07-04,2.634,60.742,66.99,1.56,1.5,0.0,4.42,1.444444444444444,2021,7,4
724,2021-07-05,6.894,37.062,44.8,1.44,1.64,0.0,4.78,1.551948051948052,2021,7,5
725,2021-07-06,2.955,56.707,61.83,1.68,1.39,0.99,4.31,1.726384364820847,2021,7,6
726,2021-07-07,5.639,51.658,56.23,1.359,1.43,0.0,4.11,1.473646468268196,2021,7,7
727,2021-07-08,3.43,19.115,22.82,0.0,0.0,0.0,0.0,0.0,2021,7,8
728,2021-07-09,6.211,12.128,14.93,2.38,3.15,0.0,8.79,1.589511754068716,2021,7,9
729,2021-07-10,5.609,41.913,47.91,1.9,2.27,0.0,6.44,1.544364508393286,2021,7,10
730,2021-07-11,3.562,47.273,52.31,1.52,1.47,0.0,4.28,1.431438127090301,2021,7,11
731,2021-07-12,4.841,35.104,40.23,1.5,1.5,0.13,4.45,1.526666666666667,2021,7,12
732,2021-07-13,4.517,52.973,59.64,1.58,1.99,0.0,6.43,1.801120448179272,2021,7,13
733,2021-07-14,4.455,31.237,34.42,1.52,1.3,0.0,3.96,1.404255319148936,2021,7,14
734,2021-07-15,5.852,34.329,40.03,1.54,1.85,0.92,5.49,1.890855457227139,2021,7,15
735,2021-07-16,4.125,45.435,48.5,1.54,1.11,0.0,3.44,1.29811320754717,2021,7,16
736,2021-07-17,6.26,50.683,57.77,1.49,1.24,0.0,3.6,1.318681318681319,2021,7,17
737,2021-07-18,3.977,50.806,57.64,1.45,1.5,0.0,4.47,1.515254237288135,2021,7,18
738,2021-07-19,4.827,31.824,35.78,1.42,1.68,0.0,4.57,1.474193548387097,2021,7,19
739,2021-07-20,7.612,45.943,51.32,1.5,1.819,0.0,4.79,1.443205784874962,2021,7,20
740,2021-07-21,4.503,37.06,42.83,1.54,1.68,0.0,4.55,1.413043478260869,2021,7,21
741,2021-07-22,4.821,19.994,23.18,1.64,1.609,0.0,4.44,1.36657433056325,2021,7,22
742,2021-07-23,4.239,36.805,41.91,1.43,1.67,0.0,4.53,1.461290322580645,2021,7,23
743,2021-07-24,2.264,54.194,62.49,1.63,1.28,0.0,3.84,1.319587628865979,2021,7,24
744,2021-07-25,5.055,26.765,31.67,1.87,1.76,0.0,4.82,1.327823691460055,2021,7,25
745,2021-07-26,4.688,41.368,45.29,1.47,1.63,0.0,4.72,1.52258064516129,2021,7,26
746,2021-07-27,4.914,47.065,51.95,1.43,1.96,0.0,5.99,1.766961651917404,2021,7,27
747,2021-07-28,5.231,37.415,41.5,1.54,1.27,0.0,4.14,1.473309608540925,2021,7,28
748,2021-07-29,5.696,44.767,49.33,1.53,1.5,0.0,3.92,1.293729372937294,2021,7,29
749,2021-07-30,4.398,58.082,63.8,1.55,1.54,0.0,4.15,1.343042071197411,2021,7,30
750,2021-07-31,2.915,31.965,34.99,1.52,0.35,0.0,0.95,0.5080213903743315,2021,7,31
751,2022-07-01,7.593,29.792,40.45,1.43,2.83,0.0,7.72,1.812206572769953,2022,7,1
752,2022-07-02,3.947,52.819,56.18,1.58,0.0,0.0,0.0,0.0,2022,7,2
753,2022-07-03,3.181,59.449,63.04,1.79,1.35,0.0,3.36,1.070063694267516,2022,7,3
754,2022-07-04,2.889,36.862,40.03,1.39,1.0,0.0,2.57,1.075313807531381,2022,7,4
755,2022-07-05,2.021,29.927,33.04,1.55,0.0,0.0,0.0,0.0,2022,7,5
756,2022-07-06,3.451,42.713,46.04,1.69,1.44,0.0,3.51,1.121405750798722,2022,7,6
757,2022-07-07,1.961,43.684,46.94,1.609,0.0,0.0,0.0,0.0,2022,7,7
758,2022-07-08,3.149,34.418,37.6,1.37,1.24,0.0,2.98,1.14176245210728,2022,7,8
759,2022-07-09,4.577,49.578,53.89,1.74,3.04,0.09,7.43,1.573221757322176,2022,7,9
760,2022-07-10,6.568,26.663,32.22,1.31,2.18,0.0,4.939,1.415186246418338,2022,7,10
761,2022-07-11,12.672,30.189,38.99,1.37,2.83,0.1,6.38,1.542857142857143,2022,7,11
762,2022-07-12,7.875,44.0,52.8,1.43,2.66,0.0,6.84,1.672371638141809,2022,7,12
763,2022-07-13,4.567,52.498,58.8,1.62,2.95,0.0,7.82,1.711159737417943,2022,7,13
764,2022-07-14,7.033,36.569,42.88,1.6,2.74,0.0,7.17,1.652073732718894,2022,7,14
765,2022-07-15,6.27,41.674,48.52,1.5,3.05,0.0,7.3,1.604395604395604,2022,7,15
766,2022-07-16,7.31,31.011,39.03,1.569,2.82,0.0,6.78,1.544771018455229,2022,7,16
767,2022-07-17,6.677,57.249,62.95,1.58,2.91,0.0,7.24,1.612472160356347,2022,7,17
768,2022-07-18,4.589,57.761,65.62,1.31,3.13,0.0,8.029,1.808333333333333,2022,7,18
769,2022-07-19,5.524,53.002,62.29,1.34,2.89,0.0,7.82,1.84869976359338,2022,7,19
770,2022-07-20,4.781,56.035,61.41,1.38,1.67,0.0,4.57,1.498360655737705,2022,7,20
771,2022-07-21,5.213,55.563,61.44,1.85,2.74,0.0,8.029,1.749237472766884,2022,7,21
772,2022-07-22,4.972,43.659,54.59,1.69,2.07,0.0,6.44,1.712765957446809,2022,7,22
773,2022-07-23,10.285,24.1,29.85,1.99,2.18,0.0,5.79,1.388489208633094,2022,7,23
774,2022-07-24,3.444,61.463,67.54,1.51,1.81,0.0,4.59,1.382530120481928,2022,7,24
775,2022-07-25,5.46,59.408,64.1,1.51,2.05,0.0,5.04,1.415730337078652,2022,7,25
776,2022-07-26,5.248,20.521,24.51,1.25,1.839,0.0,4.57,1.479443185496925,2022,7,26
777,2022-07-27,5.823,29.193,32.83,1.73,2.96,0.0,7.23,1.541577825159915,2022,7,27
778,2022-07-28,5.061,54.841,64.89,1.63,2.14,0.0,5.58,1.480106100795756,2022,7,28
779,2022-07-29,3.69,29.716,33.73,2.08,1.8,0.0,4.6,1.185567010309278,2022,7,29
780,2022-07-30,13.618,9.438,13.02,3.96,2.469,9.06,6.39,2.40317312179188,2022,7,30
781,2022-07-31,7.619,37.894,44.33,0.0,0.0,0.0,0.0,0.0,2022,7,31
782,2020-08-01,7.8,51.235,62.89,0.0,0.0,0.0,0.0,0.0,2020,8,1
783,2020-08-02,4.67,49.555,53.92,0.0,0.0,0.0,0.0,0.0,2020,8,2
784,2020-08-03,9.916,3.672,5.16,0.0,0.0,0.0,0.0,0.0,2020,8,3
785,2020-08-04,7.227,5.61,6.9,0.0,0.0,0.0,0.0,0.0,2020,8,4
786,2020-08-05,8.5,58.541,64.79,0.0,0.0,0.0,0.0,0.0,2020,8,5
787,2020-08-06,7.667,45.606,0.0,0.0,0.0,0.0,0.0,0.0,2020,8,6
788,2020-08-07,6.452,53.777,56.56,0.0,0.0,0.0,0.0,0.0,2020,8,7
789,2020-08-08,6.605,37.31,43.34,0.0,0.0,0.0,0.0,0.0,2020,8,8
790,2020-08-09,9.317,35.207,44.1,0.0,0.0,0.0,0.0,0.0,2020,8,9
791,2020-08-10,7.7,42.965,45.58,0.0,0.0,0.0,0.0,0.0,2020,8,10
792,2020-08-11,10.109,47.0,50.29,0.0,0.0,0.0,0.0,0.0,2020,8,11
793,2020-08-12,7.674,55.926,60.12,0.0,0.0,0.0,0.0,0.0,2020,8,12
794,2020-08-13,2.702,52.021,57.68,0.0,0.0,0.0,0.0,0.0,2020,8,13
795,2020-08-14,4.123,40.371,42.78,0.0,0.0,0.0,0.0,0.0,2020,8,14
796,2020-08-15,6.532,25.14,27.7,0.0,0.0,0.0,0.0,0.0,2020,8,15
797,2020-08-16,7.382,47.808,54.45,0.0,0.0,0.0,0.0,0.0,2020,8,16
798,2020-08-17,7.218,46.169,48.66,0.0,0.0,0.0,0.0,0.0,2020,8,17
799,2020-08-18,7.48,28.018,27.98,0.0,0.0,0.0,0.0,0.0,2020,8,18
800,2020-08-19,7.57,19.456,20.83,0.0,0.0,0.0,0.0,0.0,2020,8,19
801,2020-08-20,6.405,54.172,56.69,0.0,0.0,0.0,0.0,0.0,2020,8,20
802,2020-08-21,5.211,54.721,58.16,0.0,0.0,0.0,0.0,0.0,2020,8,21
803,2020-08-22,8.239,21.281,26.16,0.0,0.0,0.0,0.0,0.0,2020,8,22
804,2020-08-23,7.255,37.223,42.42,0.0,0.0,0.0,0.0,0.0,2020,8,23
805,2020-08-24,7.699,44.593,46.78,0.0,0.0,0.0,0.0,0.0,2020,8,24
806,2020-08-25,6.71,50.9,49.7,0.0,0.0,0.0,0.0,0.0,2020,8,25
807,2020-08-26,5.347,32.813,0.0,0.0,0.0,0.0,0.0,0.0,2020,8,26
808,2020-08-27,5.681,28.754,30.89,0.0,0.0,0.0,0.0,0.0,2020,8,27
809,2020-08-28,5.361,51.211,55.62,0.0,0.0,0.0,0.0,0.0,2020,8,28
810,2020-08-29,14.36,15.152,18.14,0.0,0.0,0.0,0.0,0.0,2020,8,29
811,2020-08-30,11.124,7.437,9.27,0.0,0.0,0.0,0.0,0.0,2020,8,30
812,2020-08-31,6.504,17.155,18.43,0.0,0.0,0.0,0.0,0.0,2020,8,31
813,2021-08-01,1.598,9.667,11.59,1.49,0.0,0.0,0.0,0.0,2021,8,1
814,2021-08-02,1.578,35.538,37.76,1.69,0.0,0.0,0.0,0.0,2021,8,2
815,2021-08-03,2.833,42.546,44.78,1.609,1.35,0.0,3.61,1.220006759040216,2021,8,3
816,2021-08-04,1.562,33.814,35.97,1.56,0.0,0.0,0.0,0.0,2021,8,4
817,2021-08-05,2.635,11.412,13.49,1.56,1.23,0.0,3.56,1.275985663082437,2021,8,5
818,2021-08-06,1.561,31.839,33.98,1.54,0.0,0.0,0.0,0.0,2021,8,6
819,2021-08-07,1.552,53.213,56.63,2.21,1.04,0.0,3.12,0.9600000000000001,2021,8,7
820,2021-08-08,3.044,37.623,39.76,1.58,1.0,0.0,2.75,1.065891472868217,2021,8,8
821,2021-08-09,8.307,47.273,57.54,1.49,1.68,0.0,4.62,1.457413249211357,2021,8,9
822,2021-08-10,5.625,42.646,47.48,1.7,1.95,0.12,5.09,1.427397260273973,2021,8,10
823,2021-08-11,3.853,50.394,56.46,1.35,1.5,0.0,3.87,1.357894736842105,2021,8,11
824,2021-08-12,3.419,49.662,55.09,1.609,1.53,0.0,4.23,1.347562918126792,2021,8,12
825,2021-08-13,4.321,46.342,52.28,1.569,1.8,0.0,5.17,1.53457999406352,2021,8,13
826,2021-08-14,7.248,44.768,53.6,1.37,2.24,0.0,6.76,1.872576177285319,2021,8,14
827,2021-08-15,7.978,41.463,55.39,1.56,1.9,0.0,5.42,1.566473988439306,2021,8,15
828,2021-08-16,5.099,39.791,44.56,1.53,2.11,0.0,6.16,1.692307692307692,2021,8,16
829,2021-08-17,5.889,14.649,16.95,1.51,2.18,0.0,5.41,1.466124661246613,2021,8,17
830,2021-08-18,6.164,38.765,43.89,1.55,1.67,0.0,4.45,1.381987577639751,2021,8,18
